record_id,source_table,institution,department,year,project_title,nlp_text,clean_text,detected_language,topic_id
356,grants,Indian Institute of Science Bangalore,Engineering Sciences,2024,Studies on Gaseous Mixing and Shock Waves in Supercritical and Transcritical CO2 Ejectors for Refrigeration Applications,Studies on Gaseous Mixing and Shock Waves in Supercritical and Transcritical CO2 Ejectors for Refrigeration Applications,study gaseous mixing shock waves supercritical transcritical co2 ejectors refrigeration applications,en,0
357,grants,Indian Institute of Science Bangalore,Engineering Sciences,2024,Design of Cooperative Formation Control for Multi-Vehicle Systems,Design of Cooperative Formation Control for Multi-Vehicle Systems,design cooperative formation control multi vehicle systems,en,0
358,grants,Indian Institute of Science Bangalore,Engineering Sciences,2024,Design of Robust Re-entrant Cavity Resonators and Their RF Readout Circuits for Sensing Applications,Design of Robust Re-entrant Cavity Resonators and Their RF Readout Circuits for Sensing Applications,design robust entrant cavity resonators rf readout circuits sensing applications,en,0
359,grants,Indian Institute of Science Bangalore,Engineering Sciences,2023,Development of Spinel-based Stable High-Voltage Lithium-ion Batteries,Development of Spinel-based Stable High-Voltage Lithium-ion Batteries,development spinel base stable high voltage lithium ion battery,en,0
360,grants,Indian Institute of Science Bangalore,Engineering Sciences,2023,"IRS-Assisted Uplink, Downlink, and Full Duplex Satellite Communication and Its Prototyping","IRS-Assisted Uplink, Downlink, and Full Duplex Satellite Communication and Its Prototyping",irs assisted uplink downlink duplex satellite communication prototyping,en,0
361,grants,Indian Institute of Science Bangalore,Engineering Sciences,2023,Investigation of thin-film delafossite materials for spin-orbit torque-based energy-efficient non-volatile memory applications,Investigation of thin-film delafossite materials for spin-orbit torque-based energy-efficient non-volatile memory applications,investigation thin film delafossite material spin orbit torque base energy efficient non volatile memory application,en,0
362,grants,Indian Institute of Science Bangalore,Engineering Sciences,2023,Robust mechanical methods for production of high fidelity metal powders,Robust mechanical methods for production of high fidelity metal powders,robust mechanical method production high fidelity metal powder,en,0
363,grants,Indian Institute of Science Bangalore,Engineering Sciences,2023,"A toolkit to design, analyze and fabricate inflatable structures","A toolkit to design, analyze and fabricate inflatable structures",toolkit design analyze fabricate inflatable structure,en,0
364,grants,Indian Institute of Science Bangalore,Engineering Sciences,2023,Direct numerical simulation of speech flow during conversations: effect of loudness and background ventilation,Direct numerical simulation of speech flow during conversations: effect of loudness and background ventilation,direct numerical simulation speech flow conversation effect loudness background ventilation,en,0
365,grants,Indian Institute of Science Bangalore,Engineering Sciences,2023,Empowering UAV Autonomy Through Innovative Control Design,Empowering UAV Autonomy Through Innovative Control Design,empower uav autonomy innovative control design,en,0
366,grants,Indian Institute of Science Bangalore,Engineering Sciences,2023,Performance-reliability Co-design Approach for High-performance and High Reliability Normally OFF Vertical β-Ga2O3 Field Effect Transistors (FETs),Performance-reliability Co-design Approach for High-performance and High Reliability Normally OFF Vertical β-Ga2O3 Field Effect Transistors (FETs),performance reliability co design approach high performance high reliability normally vertical ga2o3 field effect transistor fet,en,0
367,grants,Indian Institute of Science Bangalore,Engineering Sciences,2023,Mechanics of dense granular materials and particle-liquid suspensions,Mechanics of dense granular materials and particle-liquid suspensions,mechanic dense granular material particle liquid suspension,en,0
368,grants,Indian Institute of Science Bangalore,Engineering Sciences,2023,Multi-dimensional Quantum Coding and fault-Tolerant Circuit Architectures,Multi-dimensional Quantum Coding and fault-Tolerant Circuit Architectures,multi dimensional quantum coding fault tolerant circuit architectures,en,0
369,grants,Indian Institute of Science Bangalore,Engineering Sciences,2023,Mechanism of force propagation in cohesive granular materials,Mechanism of force propagation in cohesive granular materials,mechanism force propagation cohesive granular material,en,0
370,grants,Indian Institute of Science Bangalore,Engineering Sciences,2023,An Eulerian-Lagrangian model to study the transmission of aerosols during speech,An Eulerian-Lagrangian model to study the transmission of aerosols during speech,eulerian lagrangian model study transmission aerosol speech,en,0
371,grants,Indian Institute of Science Bangalore,Engineering Sciences,2023,Bridging Quantum Physics with Theoretical Computer Science and Graph Theory,Bridging Quantum Physics with Theoretical Computer Science and Graph Theory,bridge quantum physics theoretical computer science graph theory,en,0
372,grants,Indian Institute of Science Bangalore,Engineering Sciences,2023,Bubbly flow past fixed and elastically-mounted bluff bodies: Vortex bubble interactions and their effects on flow-induced vibrations,Bubbly flow past fixed and elastically-mounted bluff bodies: Vortex bubble interactions and their effects on flow-induced vibrations,bubbly flow past fix elastically mount bluff body vortex bubble interaction effect flow induce vibration,en,0
373,grants,Indian Institute of Science Bangalore,Engineering Sciences,2023,"Conductive yarn-based electrodes for use in portable, wearable device for treatment of urinary incontinence and other biomedical applications","Conductive yarn-based electrodes for use in portable, wearable device for treatment of urinary incontinence and other biomedical applications",conductive yarn base electrode use portable wearable device treatment urinary incontinence biomedical application,en,0
374,grants,Indian Institute of Science Bangalore,Engineering Sciences,2023,Design and Hardware Implementation of Non-von-Neumann Accelerators for Energy Constrained Edge Computing Applications,Design and Hardware Implementation of Non-von-Neumann Accelerators for Energy Constrained Edge Computing Applications,design hardware implementation non von neumann accelerators energy constrained edge computing applications,en,0
375,grants,Indian Institute of Science Bangalore,Engineering Sciences,2023,High-Temperature Fatigue Behaviour of Laser Peened Additively Manufactured Titanium Aluminide for Aerospace Applications,High-Temperature Fatigue Behaviour of Laser Peened Additively Manufactured Titanium Aluminide for Aerospace Applications,high temperature fatigue behaviour laser peened additively manufactured titanium aluminide aerospace applications,en,0
376,grants,Indian Institute of Science Bangalore,Engineering Sciences,2023,Full duplex communication for Intelligent reflecting surface (IRS) using index modulation,Full duplex communication for Intelligent reflecting surface (IRS) using index modulation,duplex communication intelligent reflect surface irs index modulation,en,0
377,grants,Indian Institute of Science Bangalore,Engineering Sciences,2023,Fundamental aspects of bio-enzyme stabilisation to mitigate liquefaction in sands,Fundamental aspects of bio-enzyme stabilisation to mitigate liquefaction in sands,fundamental aspect bio enzyme stabilisation mitigate liquefaction sand,en,0
378,grants,Indian Institute of Science Bangalore,Engineering Sciences,2023,Joint STO and CFO Estimation for Intelligent Reflecting Surface (IRS) Assisted OFDM/OTFS using Deep Learning,Joint STO and CFO Estimation for Intelligent Reflecting Surface (IRS) Assisted OFDM/OTFS using Deep Learning,joint sto cfo estimation intelligent reflect surface irs assisted ofdm otfs deep learning,en,0
379,grants,Indian Institute of Science Bangalore,Engineering Sciences,2023,Loop Thermosyphon for Thermal Management of Electric Vehicle Traction Motors,Loop Thermosyphon for Thermal Management of Electric Vehicle Traction Motors,loop thermosyphon thermal management electric vehicle traction motors,en,0
380,grants,Indian Institute of Science Bangalore,Engineering Sciences,2023,Singlet-fission enhanced silicon solar cells,Singlet-fission enhanced silicon solar cells,singlet fission enhance silicon solar cell,en,0
381,grants,Indian Institute of Science Bangalore,Engineering Sciences,2023,Nanometer-scale Ultra-low Energy Molecular Memristors,Nanometer-scale Ultra-low Energy Molecular Memristors,nanometer scale ultra low energy molecular memristors,en,0
382,grants,Indian Institute of Science Bangalore,Engineering Sciences,2023,The title of the project is: “Development of a magnetic sensor system using graphene Hall-effect device and CMOS Application Specific Integrated Circuit (ASIC)”. The ASIC implements a novel ambipolar gate modulation signal processing scheme which is uniquely applicable for graphene Hall-effect sensor (GHS). The ASIC provides bias and modulation signal for the GHS and amplifies and demodulates the sensor signal to achieve low-offset and low noise magnetic sensor performance.,The title of the project is: “Development of a magnetic sensor system using graphene Hall-effect device and CMOS Application Specific Integrated Circuit (ASIC)”. The ASIC implements a novel ambipolar gate modulation signal processing scheme which is uniquely applicable for graphene Hall-effect sensor (GHS). The ASIC provides bias and modulation signal for the GHS and amplifies and demodulates the sensor signal to achieve low-offset and low noise magnetic sensor performance.,title project development magnetic sensor system graphene hall effect device cmos application specific integrated circuit asic asic implement novel ambipolar gate modulation signal processing scheme uniquely applicable graphene hall effect sensor ghs asic provide bias modulation signal ghs amplifie demodulate sensor signal achieve low offset low noise magnetic sensor performance,en,0
383,grants,Indian Institute of Science Bangalore,Engineering Sciences,2023,Toward the Rational Design of Defect-Tolerant Photovoltaics: From Molecular Design to Device Scale,Toward the Rational Design of Defect-Tolerant Photovoltaics: From Molecular Design to Device Scale,rational design defect tolerant photovoltaics molecular design device scale,en,0
384,grants,Indian Institute of Science Bangalore,Engineering Sciences,2023,Platinum Overlayers on Nanostructured Electrodes,Platinum Overlayers on Nanostructured Electrodes,platinum overlayer nanostructured electrodes,en,0
385,grants,Indian Institute of Science Bangalore,Engineering Sciences,2023,Red mud industry waste blended with high voltage plasma for hazardous pollutants treatment from diesel exhaust,Red mud industry waste blended with high voltage plasma for hazardous pollutants treatment from diesel exhaust,red mud industry waste blend high voltage plasma hazardous pollutant treatment diesel exhaust,en,0
386,grants,Indian Institute of Science Bangalore,Engineering Sciences,2023,Rheocoalescence: Exploiting coalescence of complex fluid droplets to investigate rheological signatures,Rheocoalescence: Exploiting coalescence of complex fluid droplets to investigate rheological signatures,rheocoalescence exploit coalescence complex fluid droplet investigate rheological signature,en,0
387,grants,Indian Institute of Science Bangalore,Engineering Sciences,2023,"Scalable, Cost Effective Flexible Photonic Integrated Circuits via Templated Fluid Instabilities","Scalable, Cost Effective Flexible Photonic Integrated Circuits via Templated Fluid Instabilities",scalable cost effective flexible photonic integrated circuits templated fluid instabilities,en,0
388,grants,Indian Institute of Science Bangalore,Engineering Sciences,2022,Assessment of the antibacterial molecular mechanism of metal decorated self-antibacterial graphene-cellulose based scaffolds to combat chronic Methicillin-resistant Staphylococcus aureus (MRSA) osteomyelitis,Assessment of the antibacterial molecular mechanism of metal decorated self-antibacterial graphene-cellulose based scaffolds to combat chronic Methicillin-resistant Staphylococcus aureus (MRSA) osteomyelitis,assessment antibacterial molecular mechanism metal decorate self antibacterial graphene cellulose base scaffold combat chronic methicillin resistant staphylococcus aureus mrsa osteomyelitis,en,0
389,grants,Indian Institute of Science Bangalore,Engineering Sciences,2022,Computational Microwave Imaging using Meta-surface,Computational Microwave Imaging using Meta-surface,computational microwave imaging meta surface,en,0
390,grants,Indian Institute of Science Bangalore,Engineering Sciences,2022,Control of Unknown Systems against Complex Specifications,Control of Unknown Systems against Complex Specifications,control unknown systems complex specifications,en,0
391,grants,Indian Institute of Science Bangalore,Engineering Sciences,2022,Data-driven modelling of transitionally turbulent laboratory flows,Data-driven modelling of transitionally turbulent laboratory flows,data drive modelling transitionally turbulent laboratory flow,en,0
392,grants,R V College of Engineering,Engineering Sciences,2022,Design and Fabrication of Flexible Artificial Basilar Epithelium,Design and Fabrication of Flexible Artificial Basilar Epithelium,design fabrication flexible artificial basilar epithelium,en,0
393,grants,Indian Institute of Science Bangalore,Engineering Sciences,2022,"Design, development and heat transfer analysis of flexible and rigid transfer lines for cryogenic applications","Design, development and heat transfer analysis of flexible and rigid transfer lines for cryogenic applications",design development heat transfer analysis flexible rigid transfer line cryogenic application,en,0
394,grants,B.M.S. College of Engineering,Engineering Sciences,2022,Development of a Polymer Nanocomposite based Rapid Malaria Sensing Device,Development of a Polymer Nanocomposite based Rapid Malaria Sensing Device,development polymer nanocomposite base rapid malaria sensing device,en,0
395,grants,Indian Institute of Science Bangalore,Engineering Sciences,2022,Development of Time Modulated Frequency Diverse (TMFD) MIMO Array for Accurate RADAR Detection,Development of Time Modulated Frequency Diverse (TMFD) MIMO Array for Accurate RADAR Detection,development time modulated frequency diverse tmfd mimo array accurate radar detection,en,0
396,grants,Indian Institute of Science Bangalore,Engineering Sciences,2022,Hydrogenation of carbon dioxide (CO2) into methanol and DME - A potential alternative fuel for domestic and transport applications,Hydrogenation of carbon dioxide (CO2) into methanol and DME - A potential alternative fuel for domestic and transport applications,hydrogenation carbon dioxide co2 methanol dme potential alternative fuel domestic transport application,en,0
397,grants,Indian Institute of Science Bangalore,Engineering Sciences,2022,Fabrication of Lung-on-a-chip by Bioprinting for Studying Lung Fibrosis.,Fabrication of Lung-on-a-chip by Bioprinting for Studying Lung Fibrosis.,fabrication lung chip bioprinting studying lung fibrosis,en,0
398,grants,Indian Institute of Science Bangalore,Engineering Sciences,2022,Fast and Scalable Algorithms for On-Board Routing of Autonomous Agents in Stochastic Dynamic Environments,Fast and Scalable Algorithms for On-Board Routing of Autonomous Agents in Stochastic Dynamic Environments,fast scalable algorithms board routing autonomous agents stochastic dynamic environments,en,0
399,grants,Indian Institute of Science Bangalore,Engineering Sciences,2022,Measurement of Parkinson’s Tremor and assistive device design,Measurement of Parkinson’s Tremor and assistive device design,measurement parkinson tremor assistive device design,en,0
400,grants,Indian Institute of Science Bangalore,Engineering Sciences,2022,Modelling spatial extremes using Max-Stable Processes across India,Modelling spatial extremes using Max-Stable Processes across India,modelling spatial extreme max stable processes india,en,1
401,grants,Indian Institute of Science Bangalore,Engineering Sciences,2022,"The development of beta titanium alloys by in-situ alloying using additive manufacturing: Processing, microstructure and mechanical properties","The development of beta titanium alloys by in-situ alloying using additive manufacturing: Processing, microstructure and mechanical properties",development beta titanium alloy situ alloying additive manufacturing processing microstructure mechanical property,en,0
402,grants,Indian Institute of Science Bangalore,Engineering Sciences,2022,Ultra-Low Power Analog Machine Learning Chip for Acoustic Pattern Recognizer Using Open Source EDA Tools,Ultra-Low Power Analog Machine Learning Chip for Acoustic Pattern Recognizer Using Open Source EDA Tools,ultra low power analog machine learning chip acoustic pattern recognizer open source eda tools,en,0
403,grants,Indian Institute of Science Bangalore,Engineering Sciences,2022,Role of dislocations slip mode on the fatigue behavior of novel complex concentrated alloys,Role of dislocations slip mode on the fatigue behavior of novel complex concentrated alloys,role dislocation slip mode fatigue behavior novel complex concentrated alloy,en,0
404,grants,Indian Institute of Science Bangalore,Engineering Sciences,2022,Nonlinear Dynamics of Topological Mechanical Metamaterials,Nonlinear Dynamics of Topological Mechanical Metamaterials,nonlinear dynamics topological mechanical metamaterials,en,0
405,grants,Indian Institute of Science Bangalore,Computer Sciences and Information Technology,2024,Design and Implementation of a Robust Machine Learning Hardware Accelerator with Adversarial Fault Attack Countermeasures,Design and Implementation of a Robust Machine Learning Hardware Accelerator with Adversarial Fault Attack Countermeasures,design implementation robust machine learning hardware accelerator adversarial fault attack countermeasures,en,0
406,grants,Indian Institute of Science Bangalore,Computer Sciences and Information Technology,2024,Explainable artificial intelligence methods for studying structural variations in ageing brain,Explainable artificial intelligence methods for studying structural variations in ageing brain,explainable artificial intelligence method study structural variation age brain,en,0
407,grants,Indian Institute of Science Bangalore,Computer Sciences and Information Technology,2024,Bridging the Gap Between Theory and Practice: Towards Approximation Algorithms for Practical Instances,Bridging the Gap Between Theory and Practice: Towards Approximation Algorithms for Practical Instances,bridge gap theory practice approximation algorithms practical instance,en,0
408,grants,Indian Institute of Science Bangalore,Computer Sciences and Information Technology,2024,Rational Cryptography : Fooling the Adversarial Mind,Rational Cryptography : Fooling the Adversarial Mind,rational cryptography fool adversarial mind,en,0
409,grants,Indian Institute of Science Bangalore,Computer Sciences and Information Technology,2023,Unified GeoSpatial Interface UGI enabled Data Exchange and Spatial Analytics Engine for Geo-spatial Data Science Applications,Unified GeoSpatial Interface UGI enabled Data Exchange and Spatial Analytics Engine for Geo-spatial Data Science Applications,unified geospatial interface ugi enable data exchange spatial analytics engine geo spatial data science applications,en,0
410,grants,Indian Institute of Science Bangalore,Computer Sciences and Information Technology,2023,A Method and System for True Random Number Generation Using Electron Trapping in Tunnel Junction,A Method and System for True Random Number Generation Using Electron Trapping in Tunnel Junction,method system true random number generation electron trap tunnel junction,en,0
411,grants,Indian Institute of Science Bangalore,Computer Sciences and Information Technology,2023,Autonomous navigation in a crowded environment using AI/ML,Autonomous navigation in a crowded environment using AI/ML,autonomous navigation crowded environment ai ml,en,0
412,grants,Indian Institute of Science Bangalore,Computer Sciences and Information Technology,2023,"Deep Learning based Explainable, Cluster Structure Assessment in Complex High-Dimensional Data","Deep Learning based Explainable, Cluster Structure Assessment in Complex High-Dimensional Data",deep learning base explainable cluster structure assessment complex high dimensional datum,en,0
413,grants,Indian Institute of Science Bangalore,Computer Sciences and Information Technology,2023,Ultralow power magnetoelectric nonvolatile memory devices for AI computing: A potential pathway to revolutionize the IoT technology,Ultralow power magnetoelectric nonvolatile memory devices for AI computing: A potential pathway to revolutionize the IoT technology,ultralow power magnetoelectric nonvolatile memory device ai computing potential pathway revolutionize iot technology,en,0
414,grants,International Institute of Information Technology Bangalore,Computer Sciences and Information Technology,2022,"Design, analysis and real-time implementation of low-complexity receivers and spectrally efficient channel estimation schemes for 6G multi-user MIMO/massive MIMO-OTFS systems","Design, analysis and real-time implementation of low-complexity receivers and spectrally efficient channel estimation schemes for 6G multi-user MIMO/massive MIMO-OTFS systems",design analysis real time implementation low complexity receiver spectrally efficient channel estimation scheme multi user mimo massive mimo otfs system,en,0
415,grants,Indian Institute of Science Bangalore,Computer Sciences and Information Technology,2020,"Proteo-genomic analysis of SARS-CoV-2: A clinical landscape of SNPs, COVID-19 proteome and host responses","Proteo-genomic analysis of SARS-CoV-2: A clinical landscape of SNPs, COVID-19 proteome and host responses",proteo genomic analysis sars cov-2 clinical landscape snp covid-19 proteome host response,en,1
416,grants,Indian Institute of Science Bangalore,Computer Sciences and Information Technology,2020,CovidWATCH: Rapid monitoring tool for regions with low smartphone penetration,CovidWATCH: Rapid monitoring tool for regions with low smartphone penetration,covidwatch rapid monitoring tool region low smartphone penetration,en,1
417,grants,Indian Institute of Science Bangalore,Computer Sciences and Information Technology,2020,Coswara: Speech and sound based diagnostics,Coswara: Speech and sound based diagnostics,coswara speech sound base diagnostic,en,0
418,grants,Indian Institute of Science Bangalore,Computer Sciences and Information Technology,2020,GoCoronaGo – Contact tracing app and network analytics,GoCoronaGo – Contact tracing app and network analytics,gocoronago contact trace app network analytic,en,-1
419,grants,Indian Institute of Science Bangalore,Computer Sciences and Information Technology,2020,Mobile diagnostic testing lab for COVID-19,Mobile diagnostic testing lab for COVID-19,mobile diagnostic testing lab covid-19,en,1
420,grants,Indian Institute of Science Bangalore,Computer Sciences and Information Technology,2020,S3 medical oxygen generator,S3 medical oxygen generator,s3 medical oxygen generator,en,0
421,grants,Indian Institute of Science Bangalore,Computer Sciences and Information Technology,2020,"Role of respiratory droplets, drying dynamics and transmission routes during COVID-19","Role of respiratory droplets, drying dynamics and transmission routes during COVID-19",role respiratory droplet dry dynamic transmission route covid-19,en,1
422,grants,Indian Institute of Science Bangalore,Computer Sciences and Information Technology,2020,Cohorting to isolate asymptomatic spreaders: An agent-based simulation study on the Mumbai Suburban Railway,Cohorting to isolate asymptomatic spreaders: An agent-based simulation study on the Mumbai Suburban Railway,cohorte isolate asymptomatic spreader agent base simulation study mumbai suburban railway,en,1
423,grants,Indian Institute of Science Bangalore,Computer Sciences and Information Technology,2020,PDE-based modelling of COVID-19 infections,PDE-based modelling of COVID-19 infections,pde base modelling covid-19 infection,en,1
424,grants,Indian Institute of Science Bangalore,Computer Sciences and Information Technology,2020,Direct numerical simulation of “cough/sneeze flows” to understand transmission dynamics of COVID-19 infections,Direct numerical simulation of “cough/sneeze flows” to understand transmission dynamics of COVID-19 infections,direct numerical simulation cough sneeze flow understand transmission dynamic covid-19 infection,en,1
425,grants,Indian Institute of Science Bangalore,Computer Sciences and Information Technology,2020,Strategies for rapid suppression of COVID-19 transmission in small world communities,Strategies for rapid suppression of COVID-19 transmission in small world communities,strategy rapid suppression covid-19 transmission small world community,en,1
426,grants,Indian Institute of Science Bangalore,Computer Sciences and Information Technology,2020,COVID-19 infection rate estimation,COVID-19 infection rate estimation,covid-19 infection rate estimation,en,1
427,grants,Indian Institute of Science Bangalore,Computer Sciences and Information Technology,2020,Framework for studying testing strategies for COVID-19,Framework for studying testing strategies for COVID-19,framework study testing strategy covid-19,en,1
428,grants,Indian Institute of Science Bangalore,Computer Sciences and Information Technology,2020,"Predicting medical inventory, asymptomatics and lockdown effects","Predicting medical inventory, asymptomatics and lockdown effects",predict medical inventory asymptomatic lockdown effect,en,0
429,grants,Indian Institute of Science Bangalore,Computer Sciences and Information Technology,2020,COVID-19 automatic phase analysis,COVID-19 automatic phase analysis,covid-19 automatic phase analysis,en,1
430,grants,Indian Institute of Science Bangalore,Computer Sciences and Information Technology,2020,Modeling of epidemic spread in Indian urban conditions,Modeling of epidemic spread in Indian urban conditions,modeling epidemic spread indian urban condition,en,1
431,grants,Indian Institute of Science Bangalore,Computer Sciences and Information Technology,2020,In-Vitro Fluorescence Microscopy Studies Show Retention of Spike-Protein (SARS-CoV-2) on Cell Membrane in the Presence of Amodiaquin Dihydrochloride Dihydrate Drug,In-Vitro Fluorescence Microscopy Studies Show Retention of Spike-Protein (SARS-CoV-2) on Cell Membrane in the Presence of Amodiaquin Dihydrochloride Dihydrate Drug,vitro fluorescence microscopy studies retention spike protein sars cov-2 cell membrane presence amodiaquin dihydrochloride dihydrate drug,en,1
432,grants,Indian Institute of Science Bangalore,Computer Sciences and Information Technology,2020,Dr-COVID: Graph Neural Networks for SARS-CoV-2 Drug Repurposing,Dr-COVID: Graph Neural Networks for SARS-CoV-2 Drug Repurposing,dr covid graph neural networks sars cov-2 drug repurposing,en,1
433,grants,Indian Institute of Science Bangalore,Computer Sciences and Information Technology,2020,Spatio-temporal predictive modeling framework for infectious disease spread,Spatio-temporal predictive modeling framework for infectious disease spread,spatio temporal predictive modeling framework infectious disease spread,en,1
434,grants,Indian Institute of Science Bangalore,Computer Sciences and Information Technology,2020,COVID-19 epidemic: unlocking the lockdown in India,COVID-19 epidemic: unlocking the lockdown in India,covid-19 epidemic unlock lockdown india,en,1
435,grants,Indian Institute of Science Bangalore,Computer Sciences and Information Technology,2020,City-scale agent-based simulators for the study of non-pharmaceutical interventions in the context of the COVID-19 epidemic,City-scale agent-based simulators for the study of non-pharmaceutical interventions in the context of the COVID-19 epidemic,city scale agent base simulator study non pharmaceutical intervention context covid-19 epidemic,en,1
436,grants,Indian Institute of Science Bangalore,Computer Sciences and Information Technology,2020,Mechanistic modeling of the SARS-CoV-2 and immune system interplay,Mechanistic modeling of the SARS-CoV-2 and immune system interplay,mechanistic modeling sars cov-2 immune system interplay,en,1
437,grants,Indian Institute of Science Bangalore,Computer Sciences and Information Technology,2020,Functional genomics of Indian SARS-CoV-2,Functional genomics of Indian SARS-CoV-2,functional genomic indian sars cov-2,en,1
438,grants,Indian Institute of Science Bangalore,Computer Sciences and Information Technology,2019,Dynamic Modelling and Optimal Management of Air-traffic over Indian Airspace,Dynamic Modelling and Optimal Management of Air-traffic over Indian Airspace,dynamic modelling optimal management air traffic indian airspace,en,1
439,grants,Indian Institute of Science Bangalore,Computer Sciences and Information Technology,2019,Digitization of ancient manuscripts in Thigalari and Grantha scripts using multimodal recognition of speech and online handwritten transcript of an expert in the loop,Digitization of ancient manuscripts in Thigalari and Grantha scripts using multimodal recognition of speech and online handwritten transcript of an expert in the loop,digitization ancient manuscript thigalari grantha script multimodal recognition speech online handwritten transcript expert loop,en,0
440,grants,Indian Institute of Science Bangalore,Computer Sciences and Information Technology,2019,NFC-based multi-sensor platform to monitor transportation and storage integrity of lifesaving pharmaceutical products,NFC-based multi-sensor platform to monitor transportation and storage integrity of lifesaving pharmaceutical products,nfc base multi sensor platform monitor transportation storage integrity lifesave pharmaceutical product,en,-1
441,grants,Indian Institute of Science Bangalore,Computer Sciences and Information Technology,2019,A Smart factory test bed for Assessment of Certification worthiness for Design Transfer and changes in Medical Electronic SMEs,A Smart factory test bed for Assessment of Certification worthiness for Design Transfer and changes in Medical Electronic SMEs,smart factory test bed assessment certification worthiness design transfer change medical electronic sme,en,0
442,grants,Indian Institute of Science Bangalore,Computer Sciences and Information Technology,2026,High voltage & ESD device development & enablement for SCL 180nm CMOS Technology,High voltage & ESD device development & enablement for SCL 180nm CMOS Technology,high voltage esd device development enablement scl 180 nm cmo technology,en,0
