Topic,Count,Name,Representation,Representative_Docs,source
2,43,2_flow_composite_alloy_cast,"['flow', 'composite', 'alloy', 'cast', 'deformation', 'fatigue', 'concrete', 'design', 'situ', 'structure']","['design development micro cast heat sink al si mwcnt alloy composite thermal management cpu high performance server', 'deformation processing lightweight structural metal correlating surface flow field energy dissipation product quality situ analysis', 'gravity cast situ al-15mg2si-4.5si composite process thereof â\x80\x9crheo gravity die cast situ al-15mg2si-4.5si-0.01sr-0.015b composite automobile brake disc cast thereofâ\x80\x9d']",grant
3,42,3_application_molecular_memory_device,"['application', 'molecular', 'memory', 'device', 'metal', 'base', 'electronic', '2d', 'polymer', 'thin']","['title project development magnetic sensor system graphene hall effect device cmos application specific integrated circuit asic asic implement novel ambipolar gate modulation signal processing scheme uniquely applicable graphene hall effect sensor ghs asic provide bias modulation signal ghs amplifie demodulate sensor signal achieve low offset low noise magnetic sensor performance', 'investigation electronic optoelectronic property transition metal dope chalcogenide material suitable phase change memory pcm application', 'investigation electronic optoelectronic property transition metal dope chalcogenide material suitable phase change memory pcm application']",grant
4,31,4_covid19_indian_cov2_sars,"['covid19', 'indian', 'cov2', 'sars', 'transmission', 'infection', 'epidemic', 'strategy', 'modeling', 'understand']","['direct numerical simulation cough sneeze flow understand transmission dynamic covid-19 infection', 'functional genomic indian sars cov-2', 'link vector ecology pathogen transmission behavioural life history strategy vector aedes aegypti consequence pathogen transmission mosquito control']",grant
5,26,5_quantum_physics_electron_transport,"['quantum', 'physics', 'electron', 'transport', 'equation', 'theoretical', 'investigation', 'magnetic', 'theory', 'gauge']","['nonlinear equation application kahler geometry holomorphic vector bundle physics', 'quantum transport equation base generation compact model', 'bridge quantum physics theoretical computer science graph theory']",grant
6,22,6_ieee_school_consultancy_program,"['ieee', 'school', 'consultancy', 'program', 'student', 'short', 'kit', 'cis', 'fist', 'mou']","['short term training program', 'ieee stem ambassodar- ideathon school student', 'ieee cis high school outreach program']",grant
7,20,7_antenna_array_surface_communication,"['antenna', 'array', 'surface', 'communication', 'mimo', 'reflect', 'rf', 'irs', 'time', 'estimation']","['design analysis real time implementation low complexity receiver spectrally efficient channel estimation scheme multi user mimo massive mimo otfs system', 'joint sto cfo estimation intelligent reflect surface irs assisted ofdm otfs deep learning', 'duplex communication intelligent reflect surface irs index modulation']",grant
8,14,8_hydrogen_batteries_battery_energy,"['hydrogen', 'batteries', 'battery', 'energy', 'storage', 'thermal', 'electric', 'management', 'base', 'twin']","['indigenous development twin cold finger drive gm cryocooler base hydrogen helium nitrogen biogas liquefi', 'green ironmaking multiscale model study hydrogen injection shaft furnace dri hydrogen injection coal blast furnace validation', 'salt hydrate base thermochemical energy storage system thermal management batteries electric vehicles']",grant
0,91,0_device_optical_silicon_material,"['device', 'optical', 'silicon', 'material', 'band', 'transistor', 'circuit', 'semiconductor', 'power', 'high']","['van der waal heterojunctions emerge device applications low dimensional system exciting platform explore new physics realize novel device intriguing feature existence strongly bind multiparticle complex thickness dependent band structure enable utilize overcome challenge face bulk material conceive new technology isolation graphene class dimensional material grow tremendously array material choose implement idea vast understand underlie physics essential utilize property real life application explore optical electrical optoelectrical characteristic heterostructure base 2d layered system strongly bind excitonic complex host monolayer transition metal dichalcogenide semiconductor tmdc excellent platform probe body physic strong luminescence plethora exciting property good candidate application single photon emitter light emit diode work explore new way tune emission particle compromise luminescence high quality graphene hbn ws2 hbn au vertical heterojunction demonstrate time plane electric field drive change sign stark shift blue red different excitonic specie neutral exciton charge exciton trion charge biexciton defect bind exciton find encapsulate environment monolayer tmdc play vital role wave function spread determine magnitude blue stark shift provide theoretical framework understand underlie physic well finding important implication probe body interaction dimension develop layered semiconductor base tunable optoelectronic device significant advantage 2d material', 'atom circuit modeling strategy 2d transistors dimensional material consider viable option cmo complementary metal oxide semiconductor technology extension diverse electronic opto electronic property introduction new material process integration phase technology development semiconductor industry expensive time consume affair difficult select appropriate 2d material plethora assess performance circuit level principle base multiscale model enable systematic performance evaluation emerge 2d material device circuit level solely crystallographic information great demand thesis atom circuit modeling framework address different level abstraction viz material device circuit demonstrate firstly model develop van der waal heterostructure vdwh base all-2d metal insulator semiconductor field effect transistor misfet comprise vertically stack semi metallic graphene insulate hexagonal boron nitride hbn semiconducte monolayer molybdenum disulphide mos2 physics base compact model demonstrate effect band gap opening graphene sublattice symmetry break interaction underlie hbn layer apart propose model capture effect semiconductor doping band gap variation graphene device circuit level model equation implement professional circuit simulator verilog interface facilitate design simulation integrated circuit secondly scope propose model extend capture inertia charge carrier 2d transistor operate high frequency typically great intrinsic cut frequency', 'physics based design development gallium nitride high electron mobility transistors hemt schottky barrier diode power rf applications silicon base transistor mosfet preferred choice decade power high frequency device application meteoric rise silicon fuel quest highly efficient low cost switching device rate performance improvement silicon base device level past year underlie theoretical limit set fundamental physic extremely challenging deliver performance standard decline cost consistently gan rise promising alternative traditional silicon base technology wide bandgap ability conduct carrier high mobility infuse positive momentum moor law fundamental high electric field strength material ensure significant reduction device size give resistance breakdown voltage directly translate lower effective cost chip exist commercial product 10 time enhance performance compare silicon theoretical limit strong motivation optimize gan base device power rf application silicon base device long enjoy luxury establish technology development process optimize year iteration effort tcad base design step stone technology realization employ theoretical knowledge visualize physics real time device design optimization heart silicon industry design cost time save follow consistent cad design fabrication approach enormous contrary gan base device unique property associate design parameter conventional silicon device design knowledge extrapolate gan base device wide gap exist theoretical report performance gan base power rf device systematic design approach need involve simulation experiman']",thesis
1,82,1_heat_flow_gas_thermal,"['heat', 'flow', 'gas', 'thermal', 'turbine', 'pressure', 'fluid', 'temperature', 'study', 'jet']","['study pressurized solar thermal receiver thermal energy storage system high efficiency power cycle concentrate solar power csp technology air supercritical carbon dioxide co2 base brayton cycle require high pressure high temperature condition gas turbine inlet require heating heat transfer fluid htf condition ~3 35 bar 900 1600 air ~200 bar 1000 co2 solar thermal receiver design analysis pressurize receiver system form important development solarize power plant couple optical thermal model develop analyze cavity base pressurized receiver dynamic variation solar radiation input optical involve focal region flux characterization fix focus scheffler reflector provide spatially resolve heat flux receiver cavity surface achieve combination sun experiment ray trace simulation hand transience heat input receiver capture curve fit measured dni variation time correspond experimental testing period spatially temporally vary heat flux couple thermal analysis receiver predict flow field enthalpy gain heat transfer fluid htf thermal loss receiver cavity numerical model subsequently validate sun experimental testing hybrid tubular cavity receiver 32 m2 scheffler dish heat input compress air 20 bar htf numerical experimental result find good agreement comparable condition prove effectiveness couple optical thermal model account transient nature receiver heating sun experiment receiver efficiency definition modify include thermal inertia receiver material observe natural convection dominant heat loss mechanism significantly reduce', 'study flow dynamic spray swirl interaction gas turbine combustor coupling spray coherent structure highly turbulent flow long stand problem especially context liquid fuel delivery system gas turbine combustor atomizer gas turbine combustor usually radial axial entry air swirler fuel nozzle mount centrally longitudinal axis swirler know swirl flow highly dimensional nature induce multiple aerodynamically unstable mode frequency order magnitude basic understanding flow dynamic gas turbine swirl cup critical achieve clean efficient combustion modern day gas turbine combustor work analyze evolution hydrodynamic topology consequent spray flow interaction coaxial swirl injector assembly key result present work discuss part global evolution temporal dynamic vortex breakdown mode discuss experiment carry set co annular flow reynolds number and#119877;and#119890;and#119886;=4896,10545,17546 furthermore and#119877;and#119890;and#119886 condition swirl number and#119878;and#119866 vary independently 0and#8804;and#119878;and#119866;and#8804;3 distinct form vortex breakdown pre vortex breakdown pvb central toroidal recirculation zone ctrz axisymmetric toroidal bubble type breakdown sudden conical breakdown explore great detail energy rank frequency resolve rank robust structure identification method pod dmd respectively implement instantaneous time resolve piv datum set extract dynamic coherent structure associate vortex breakdown mode dominant structure obtain pod analysis suggest dominance kh instability axial azimuthal account 80 total tke pvb ctrz remain energy contribute shed mode', 'characterization high enthalpy flow iisc free piston drive shock tunnel colour ratio pyrometry high temperature associated effect set hypersonic flow regime apart class flow viscous dissipation raise internal energy high kinetic energy gas slow boundary layer slow heat conduction vehicle surface gas temperature increase drastically lead real gas effect dissociation ionization molecule thicken boundary layer strong viscous interaction exist outer inviscid shock layer boundary layer lead pressure rise compare inviscid case pressure turn tend boundary layer thin expect increase temperature gradient cold wall case aerodynamic heating vehicle high temperature near vehicle airframe cause surface ablation heat shield release energy shock layer short duration flight small time flight experience ablation heat load vehicle little despite high temperature vicinity energy release affect aerothermodynamic performance effect energy deposition mean like plasma heat addition electric arc discharge chromium oxidation etc wave drag document open literature concrete measurement exist aerothermodynamic effect heat addition apart ablation flow separation occur shock boundary layer interaction sbli aft blunt nosed vehicle temperature dead air region separate region circulatory flow inside shear layer influence performance vehicle characterize apart sbli cause intense heating shock shock interaction classify edney study wave drag galore experiment exist characterize temperature distribution separate shear layer characterization phenomenon house free piston drive shock tunnel']",thesis
2,81,2_cell_disease_drug_pathogen,"['cell', 'disease', 'drug', 'pathogen', 'immune', 'protein', 'cellular', 'molecule', 'clinical', 'vitro']","['development tool pathogen detection integrated multi omics approch infections cause harmful microorganism call pathogen bacteria fungus virus clinical diagnostic play important role infectious disease management diagnostic method identify pathogen traditional culture base method limited labour intensive low datum throughput molecular base method pcr require prior knowledge pathogen target specific limitation result delay diagnosis case infection undiagnosable generation sequencing ngs high throughput sequence technology recently gain popularity field clinical microbiology', 'development tool pathogen detection integrated multi omics approch infections cause harmful microorganism call pathogen bacteria fungus virus clinical diagnostic play important role infectious disease management diagnostic method identify pathogen traditional culture base method limited labour intensive low datum throughput molecular base method pcr require prior knowledge pathogen target specific limitation result delay diagnosis case infection undiagnosable generation sequencing ngs high throughput sequence technology recently gain popularity field clinical microbiology', 'development tool pathogen detection integrated multi omic approach infections cause harmful microorganism call pathogen bacteria fungus virus clinical diagnostic play important role infectious disease management diagnostic method identify pathogen traditional culture base method limited labour intensive low datum throughput molecular base method pcr require prior knowledge pathogen target specific limitation result delay diagnosis case infection undiagnosable generation sequencing ngs high throughput sequence technology recently gain popularity field clinical microbiology ngs method detect pathogen prior knowledge sequence information increasingly cost effective offer comprehensive insight gene mutation relation mechanism development anti microbial resistance amr pathogenicity']",thesis
3,56,3_power_control_energy_voltage,"['power', 'control', 'energy', 'voltage', 'inverter', 'system', 'fault', 'converter', 'grid', 'renewable']","['dynamic modeling performance evaluation hybrid renewable energy distributed generation system conventional energy resource like coal oil gas generation electricity consume fast rate deposit get deplete near future huge energy crisis go worldwide problem usage non conventional resource like solar wind biomass etc power generation gain momentum major advantage resource environmental friendly available freely irrespective region religion major drawback intermittent nature resource result interruption power supply avoid energy storage system inevi improve reliability continuity current technology involve integrate multiple diverse renewable energy source power electronic converter essential sector convert condition power generate conventional hybrid power system renewable resource operate individual converter source multiple source consider system complicated design control switch device undergo huge voltage current stress lead reduce operate life time device increase switching loss overcome limitation instead converter single multiple input converter reduce complexity number passive component derive converter supply power individually collectively improve reliability overcome switch stress problem exist topology modify operate soft switching mechanism like zero voltage switching zero current switching basically hybrid power system use separate controller converter regulate dc bus voltage possible operating condition control mechanism multiple controller complicated instead single controller multiple input system reduce difficulty control output voltage', 'design development cascaded bridge multilevel inverter strategy renewable energy integration smart grid small scale power distributed generation dg unit familiar today world increase electric power demand dg small scale system generally benefit energy resource solar wind fuel cell etc energy efficient smart grid accomplish integration photovoltaic pv system power electronic converter smart control establish interface utility grid dg system ongoing challenge power electronic interface include renewable energy integration power quality improvement grid synchronization controlling active power reactive power grid single phase inverter system dq synchronous reference frame srf method challenging task transformation state variable system require independent phase active power supply grid dq srf control technique establish phase system thesis focusse mainly single phase system generate high efficiency low harmonic distortion expensive topology send quality power grid lead great diversity novel system design different insolation level sun partial shading effect solar panel severe cause energy loss drop efficiency grid connect pv system observe overcome loss energy improve efficiency pv solar system maximum power point tracking mppt algorithm widely renewable integration system impedance matching algorithm like incremental conductance ic mppt method primarily obtain high power generally pv base dg system compose pv array ic mppt dc dc converter inverter follow transformer grid transformer act harmonic filter loss occur transformer noticeable multilevel inverter mli alternate topology avoid transformer grid', 'study multilevel sided polygonal voltage space vector structure generation single dc link variable speed drive applications multilevel voltage source inverter widely accept cost effective power converter technology application require high power medium voltage control demand power level requirement reach operational limit megawatt range multilevel inverter mli find application power transmission distribution system like hvdc connect high voltage network line control ac drive operate medium voltage level low voltage application prevalent topology dominate industrial drive conventional level inverter state art semiconductor technology self commutate converter arrangement low voltage device help achieve voltage range till hundred kilovolt apart high voltage operational capability advantage like power quality control well electromagnetic compatibility low switching loss multilevel inverter class conventional level inverter order attain good waveform quality inverter need switch high frequency harmonic appear switch frequency sideband easily filter externally consider large voltage stress handle device level inverter large switching loss device degrade efficiency system substantially specific application like medium voltage drive major issue electromagnetic interference device stress harmonic performance dv dt control address employ multilevel inverter']",thesis
4,55,4_image_cancer_imaging_segmentation,"['image', 'cancer', 'imaging', 'segmentation', 'brain', 'breast', 'diagnosis', 'mri', 'method', 'tumor']","['glaucoma detection classification model retinal oct image framework deep learning technique irreversible vision loss common consequence glaucoma demand accurate timely diagnosis effective glaucoma detection gd research aim enhance glaucoma classification accuracy fuse information distinct imaging modality like optical coherence tomography images octi fundus image fi research work divide stage segmentation octi fi feature base fusion octi fi deep learning dl multi modal convolution neural networks mm cnn approach fusion fi octi segmentation fi octi essential improve gd system performance medical imaging processing serve crucial role diagnosing enhancement image segmentation fi involve divide retinal image acquire fundus photography separate region like inner surface eye encompass anatomical element optic disc macula blood vessel utilize active contour model match filter hessian matrix segment fi offer numerous advantage gd octi layer segmentation encompass delineation retinal ocular tissue layer oct imaging technology non invasive imaging technique deliver detailed high resolution cross sectional image retina enable clinician visualize micro structural change effectively segmentation process involve identify outline layer retinal nerve fiber layer ganglion cell layer inner plexiform layer inner nuclear layer outer plexiform layer outer nuclear layer photoreceptor layer retinal pigment epithelium choroid precise segmentation layer vital quantify thickness volume morphological parameter assist diagnosis monitoring treatment glaucoma disease deep learning explore fusion modality innovative neural network architecture op', 'design development efficient segmentation algorithm analysis brain tumor mr image recent time brain cancer significant reason mortality large section population globe different variety cancer brain tumor require immediate diagnosis effective treatment save patient life segmentation brain tumor common process medical setup provide datum help preliminary diagnosis planning treatment perform segmentation tumor manually radiologist physician tedious require lot time huge clinical datum produce today hospital challenging significant issue associate medical image segment give image automatic brain tumor segmentation classification identification increase interest medical field high accuracy computational time imaging modality mri play major role visualization anatomical structure brain help treatment planning dose estimation image guide surgery main contribution propose work development segmentation classification algorithm algorithm turn overcome challenge exist brain tumor segmentation algorithm propose research work algorithm develop implement successfully efficient segmentation classification brain tumor contribution development hybrid algorithm segmentation brain tumor method variational level set means clustering combine develop segmentation algorithm recently deformable model extensively detect boundary tumor mri image human brain extremely weak convergence contour concavity tumor move unwanted feature image traditional active contour limited application overcome limitation hybrid approach i.e. region base mean cluster', 'graph theory base image segmentation brain tumor detection recent year brain cancer significant reason mortality large section population globe perform segmentation tumor manually radiologist physician tedious job require lot time huge clinical datum produce today hospital imaging modality mri play major role visualization anatomical structure brain main contribution propose work development segmentation classification algorithm research work perform pre processing input image improve quality image pre processing technique like region interest inverse methodology boundary deduction method median filter remove noise unwanted datum image region interest identification include distinguish image region totally different rear ground regard option like distinction color region size form texture pattern inverse technique support spot low high boundary digitally regenerated value boundary technique outer space image remove solely region know image take cluster median filter remove noise sharp edge present mr image preserve edge character pre processed image mention technique segmentation classification process contribution development graph theoretical approach segmentation brain tumor method graph theory dynamic programming method combine develop segmentation algorithm graph theoretical approach extensively detect boundary tumor mri image human brain flexibility represent type image minimization representation image graph theoretic method']",thesis
5,47,5_alloy_microstructure_temperature_superalloy,"['alloy', 'microstructure', 'temperature', 'superalloy', 'creep', 'ni', 'co', 'texture', 'phase', 'ti']","['novel l12 precipitate harden co base alloy conventional cobalt base superalloy rely solid solution carbide precipitate base strengthening lack high temperature 800 and#730;c creep strength compare ni base superalloy strengthen and#947;and#8242 precipitate have l12 crystal structure coherent and#947 matrix blade land base gas turbine electricity generation need possess hot corrosion resistance sulphur gasify coal fuel motivate present work investigate co ti alloy develop co base superalloy possess and#947 and#947;and#8242 phase microstructure similar ni base superalloy co ti system thermodynamically stable and#947;and#8242 phase lattice misfit and#947 and#947;and#8242 phase unacceptably high vanadium small atomic size compare titanium add minimize misfit objective thesis investigate effect vanadium addition cobalt titanium system physical mechanical property co ti alloy vacuum arc melt cast rod form follow heat treatment microstructural characterization mechanical testing carry evaluate strength room temperature high temperature principle density functional theory calculation finite element modelling discrete dislocation dynamic perform analyze effect parameter physical mechanical property addition co ti system decrease and#947;and#8242 solvus increase solidus liquidus temperature improve homogenisation temperature window and#947;and#8242 precipitate morphology change cuboidal cuboidal round corner increase concentration composition and#947;and#8242 phase suggest ti well and#947;and#8242 phase v. extent discontinuous precipitation grain boundary co ti system decrease addition constrained lattice parameter misfit and#947 and#947;and#8242 phase decrease addition and#947;and#8242 phase stoichiomet', 'understand role addition design development high specific strength l12 strengthen co base superalloy ni base superalloy excellent mechanical thermal oxidation resistance property great demand energy application time varied composition ni base superalloy utilize fabrication aero base land base turbine recently propose key alloy construction advanced ultra supercritical ausc plant co 40 ºc high melt temperature ni offer superior sulfidation hot corrosion thermal fatigue resistance elevated temperature recent discovery suggest co base superalloy have similar microstructure ni base superalloy synthesize base composition co al co al mo nb ta development demonstrate co base superalloy promising alternative ni base superalloy major challenge co base superalloy development obtain high and#947;and#697;(l12)-solvus temperature low mass density high specific strength elevated temperature long term microstructural stability well creep property optimum oxidation resistance current work investigate potential additive co al base system produce and#947;and#697;(l12)-strengthened co base superalloy have complet\xad\xade solid solubility mo systematically replace base composition co-10al-5mo-2nb alloy earn benefit and#947;and#697;-solvus temperature mass density detailed microscopic characterization microanalysis study developed co-10al-5v-2nb alloy demonstrate role interaction participate element and#947;- and#947;and#697;- phase guide development novel and#947;and#697;-strengthene co al ternary system endeavour ni ti add lead design new class low density co base super alloy parallel effort oxidation behaviour develop co ni al ti nb alloy study 800 ºc 900 ºc', 'improvement high temperature oxidation behavior free strengthen co base superalloys alloying addition discovery coherent microstructure co al co al mo nb ta system represent new possibility turbine engine material chemical mechanical property similar commercially successful ni base superalloy present work aim understand oxidation behavior free and#947 strengthen co base superalloy understand oxidation kinetic mass change alloy record time isothermal exposure elevated temperature 650 950 static air elucidate oxidation mechanism alloy depth analysis kinetic datum characterization oxide scale carry high temperature isothermal oxidation behavior basic co-30ni-10al-5mo-2ta at% alloy study static atmosphere provide benchmark information oxidation behavior atom% ti add alloy evaluate consequence ti addition additionally systematic addition cr 5at% 8at% co-30ni-10al-5mo-2ta-2ti at% evaluate series mo free co-30ni-10al-2nb 12 cr 4)ti at% alloy system possess superior high temperature property effect ti cr alloy system study point view environmental degradation oxidation different type oxide layer observe outer layer comprise cobalt rich oxide follow mixed oxide middle inner layer oxide ta al mo ti cr nb detect middle layer phase transformation alumina oxide amorphous crystalline and#945;-al2o3 observe addition ti cr base alloy alloy and#947;-and#947 microstructural stability oxide matrix interface oxidation oxidation induce secondary phase observe alloy oxide matrix interface compare formation co3w phase contain alloy']",thesis
6,41,6_cloud_service_load_computing,"['cloud', 'service', 'load', 'computing', 'balancing', 'resource', 'scheduling', 'distribute', 'virtual', 'system']","['availability base load balancing algorithms cloud computing systems cloud computing emerge efficient computing model connect distribute resource inter connected virtualize computer provision user demand network access share pool resource e.g. network server storage application service gain lot attention researcher year exist problem find address properly load balancing prominent issue need rectify impact cloud resource provisioning instant internet service user connect cloud network area cloud computing demand number practical application future close look conventional research work approve fact few study focus significantly overcome load balancing issue cloud compare routing energy efficient green computing owe issue load balancing insight kind literature show possibility solve load balance problem cluster base queue base approach coalition virtual machines vm play crucial role incentive base resource provisioning propose research attempt overcome problem introduce different analytical framework adopt different algorithm approach efficient cloud resource provisioning task computation study split complete development phase different framework analytical modeling joint routing schedule algorithm joint routing scheduling algorithm efficient resource provisioning cloud jrs erp integrate load balancing model ii efficient resource provisioning scheme minimize cloud traffic load framework optimization traffic management fotm simulate framework', 'efficient methodologies virtualization security cloud computing cloud computing computing paradigm service e.g. network server storage application service deliver access network distribute environment enable ubiquitous convenient demand network access share pool configurable compute resource rapidly provision release minimal management effort service provider interaction cloud user host application store datum cloud provider domain cloud essential technology million user provide utilize service virtual machine virtual machine provide facility actual machine computation power storage storage processing sensitive information virtual machines need secure overcome threat propose research work explore implement efficient methodology provide security virtual machine cloud security major concern cloud environment care security parameter integrity confidentiality reliability availability thesis propose technique achieve security virtual machines technique include trust base methods software defined network framework cryptographic algorithm simulation approach able mitigate threat efficiency method demonstrate compare exist methodology iii building trust cloud service provider cloud user essential factor receive secured service virtual machine deployment hybrid trust model propose find trust cloud service provider user deploy secured environment virtual machine register need authenticate authorize service virtual machine access grant verification user credential multistage authentication approach', 'efficient methodologies virtualization security cloud computing cloud computing computing paradigm service e.g. network server storage application service deliver access network distribute environment enable ubiquitous convenient demand network access share pool configurable compute resource rapidly provision release minimal management effort service provider interaction cloud user host application store datum cloud provider domain cloud essential technology million user provide utilize service virtual machine virtual machine provide facility actual machine computation power storage storage processing sensitive information virtual machines need secure overcome threat propose research work explore implement efficient methodology provide security virtual machine cloud security major concern cloud environment care security parameter integrity confidentiality reliability availability thesis propose technique achieve security virtual machines technique include trust base methods software defined network framework cryptographic algorithm simulation approach able mitigate threat efficiency method demonstrate compare exist methodology iii building trust cloud service provider cloud user essential factor receive secured service virtual machine deployment hybrid trust model propose find trust cloud service provider user deploy secured environment virtual machine register need authenticate authorize service virtual machine access grant verification user credential multistage authentication approach']",thesis
7,39,7_material_reaction_carbon_co,"['material', 'reaction', 'carbon', 'co', 'metal', 'energy', 'catalyst', 'photocatalytic', 'battery', 'activity']","['design development evaluation performance parameters supercapacitors supercapacitors scs new energy storage devices esd exhibit unique feature high capacitance high power density long cycle life owe property attract great deal attention field energy storage application electric vehicles evs power supply portable device widely esd li ion lead acid battery possess high energy density long hour charge low power density result degradation battery sc recharge short interval time exhibit high power density crucial constituent supercapacitor electrode electrolyte material supercapacitor specifically property electrode material substantial influence device performance consequently significant opportunity engineering material improve energy density power density cycle lifetime cost performance supercapacitor furthermore property intelligently tailor specific application electrode material high surface area activate carbon remain electrode material choice supercapacitor activate carbon symmetric charge discharge power capability long cycle life current research focus way recognize diversity biomass precursor order develop cost effective eco friendly carbon material suitable use electrode supercapacitor primary objective work develop high performance electrode material nanocomposite metal oxide sc current research work describe synthesis biomass derive porous nanostructure activate carbon biomass precursor carefully choose synthesis orange peel sugarcane bagasse bamboo orange peel derive activated carbon opac sugarcane bagasse derive activated carbon', 'synthesis characterization nanoporous anode li battery thesis explore role transition metal oxide tmos hybrid tmo development anode material lithium ion battery libs tmos hybrid tmo synthesize simple cost effective eco friendly method nio particle synthesize solid state combustion method mn3o4 nimno3 prepare solution combustion method structural property material confirm powder ray diffraction xrd functional group analyze ft ir spectroscopy surface morphology study fesem hrtem elemental composition examine edax analysis uv visible spectroscopy optical absorption bandgap analysis bet analysis determine specific surface area pore size pore structure electrochemical study reveal synthesize material exhibit excellent storage property make promise candidate lib anode material high theoretical capacity long cycle life superior charge discharge performance additionally material display eco friendly photocatalytic property effectively degrade organic azo dye nio particle synthesize annealing temperature show improved crystallinity decrease bandgap increase annealing particle demonstrate high capacitance 50.78 efficient degradation methylene blue mb dye showcase potential energy storage environmental application mn3o4 particle synthesize vary metal fuel ratio exhibit enhanced charge holding capability catalytic efficiency dye degradation nimno3 particle prepare tamarind seed powder fuel display good electrochemical performance photocatalytic efficiency rhodamine dye degradation study suggest tmo hybrid tmo viable candidate energy storage environmental remediation application', 'synthesis characterization nanoporous anode li battery thesis explore role transition metal oxide tmos hybrid tmo development anode material lithium ion battery libs tmos hybrid tmo synthesize simple cost effective eco friendly method nio particle synthesize solid state combustion method mn3o4 nimno3 prepare solution combustion method structural property material confirm powder ray diffraction xrd functional group analyze ft ir spectroscopy surface morphology study fesem hrtem elemental composition examine edax analysis uv visible spectroscopy optical absorption bandgap analysis bet analysis determine specific surface area pore size pore structure electrochemical study reveal synthesize material exhibit excellent storage property make promise candidate lib anode material high theoretical capacity long cycle life superior charge discharge performance additionally material display eco friendly photocatalytic property effectively degrade organic azo dye nio particle synthesize annealing temperature show improved crystallinity decrease bandgap increase annealing particle demonstrate high capacitance 50.78 efficient degradation methylene blue mb dye showcase potential energy storage environmental application mn3o4 particle synthesize vary metal fuel ratio exhibit enhanced charge holding capability catalytic efficiency dye degradation nimno3 particle prepare tamarind seed powder fuel display good electrochemical performance photocatalytic efficiency rhodamine dye degradation study suggest tmo hybrid tmo viable candidate energy storage environmental remediation application']",thesis
8,33,8_water_rainfall_river_landslide,"['water', 'rainfall', 'river', 'landslide', 'earthquake', 'climate', 'monsoon', 'groundwater', 'area', 'streamflow']","['parameter estimation determine groundwater flow seawater intrusion coastal aquifer karnataka india seawater intrusion swi fresh groundwater aquifer major hydrological problem coastal region global issue aggravate increase demand fresh groundwater go urbanization population growth economic development region freshwater seawater mixing mechanical dispersion hydrodynamic diffusion result formation transition zone position width transition zone change hydrogeological hydrological circumstance anthropogenic activity excessive groundwater extraction climate variation sea level fluctuation etc groundwater model provide scientific predictive tool determine extent swi field scale development numerical model determine groundwater flow swi heterogeneous aquifer require hydrogeological field datum incomplete knowledge geological structure heterogeneity anisotropy layering development conceptual numerical model simplify indicate wide gap understand hydrogeology characterization dimensional 3d modeling groundwater flow swi motivation work present thesis aim estimate anisotropic heterogeneous parameter layered coastal aquifer simulation hydraulic head swi coastal plain river swarna river netravati karnataka india select study area west flow river karnataka seasonal tidal saline water intrude river non monsoon period kilometer contaminate adjacent fresh groundwater aquifer permeable geological formation thousand million cubic foot recharge rainwater designate subsurface groundwater discharge make interesting challenging case study pursue', 'simulation characterization streamflow time series streamflow partition distinct time scale well understand underlying governing process fast flow represent surface runoff control mainly meteorological process operate relatively short time scale slow flow represent baseflow groundwater flow subsurface flow occur slow rate significant difference fast slow process control explain streamflow variability independently thesis consider concept include seasonal timing streamflow variability regional context order isolate effect driver observed flow duration curves fdcs modeling framework develop comprise partition streamflow multiple way season month time domain east west north south direction space domain fast slow flow process domain small large catchment account size catchment basin modeling framework demonstrate peninsular indian river system hydrology primarily govern monsoon rain framework stratify streamflow variability consist independent element process partition partition total streamflow fast flow slow flow impact differently climate landscape property ii time scale partitioning stratify temporal streamflow variability distinct season south west monsoon north east monsoon non monsoon iii investigate directional aspect west east north south gradient space domain finding study show south west monsoon fast flow major contributor mean annual flow total flow respectively river system spatially increase mean rainfall northern favourable geology compound seasonal rainfall pattern southern part peninsular regio', 'assessment groundwater vulnerability gis base drastic model case study udupi district karnataka state india abstract water essential resource beneficial us increase urbanization industrialization discharge waste water environment treatment runoff infiltration water reach surface subsurface water body contaminate fresh water treat ground water costly require proper assessment key measure effective management ground water prevent seepage wastewater aquifer select study area udupi district karnataka state water unconfined aquifer surface water unconfined aquifer vulnerable infiltration runoff contaminant prevention ground water pollution identify vulnerable area high tendency pollution potential consider hydrogeological characteristic area decision land use vulnerable area drastic tool propose environmental protection agency epa determine vulnerable area ground water contamination primary objective study focus determination vulnerable zone study area drastic tool validate drastic vulnerability index water quality index check applicability drastic index select study area spearman rho co relation coefficient include study variation vulnerability area year modify drastic vulnerability index determine change weightage obtain improved vulnerability index correlation water quality index ground water quality analysis study area 112 ground water sample pre monsoon post monsoon season 2017 water analysis 16 physico chemical parameter ph turbidity chloride nitrate fluoride sulphate hardness calcium magnesium iron coliform bacteria potassium sodium manganese phosphate']",thesis
